pmid,title,year,text,bm25_query_docs,bm25_pubmed_query_docs,bm25_title_docs,bm25_pubmed_query_title_docs,dense_query_docs,dense_pquery_docs,dense_title_docs,dense_pquery_title_docs,dense_gemini_response_docs,dense_ollama_response_docs,score,gold,final_scores,query_id
41171875,One SQ HEDGES DNA vector only dose produces durable hGLA or anti-SARS-CoV-2 mAb therapeutic serum protein levels.,2025,"It is estimated that ~2 billion people worldwide cannot afford even basic medicines. Bioreactor-produced recombinant protein therapies (BRPTs), among the world's most-expensive medicines, have revolutionized treatment of a wide-spectrum of human-diseases, particularly the ~ 7,000 incurable, rare human single-protein, monogenic-deficiency diseases. Currently, BRPT are limited by toxicity, immunogenicity, short protein T1/2s and high-cost, creating a worldwide access-gap between those who can afford BRPTs versus those who cannot. Fabry disease (FD) is a monogenic deficiency disease caused by pathogenic-variants of the galactosidase-a (GLA) gene. FD damages heart, kidneys, CNS, gastrointestinal tract, and eyes. State-of-the-art anti-FD therapy, hGLA enzyme-replacement-therapy (ERT), requires bi-weekly IV infusions lifelong, costing ~ $200,000 per-patient per-year. High-lifetime costs can cause significant numbers of FD patients to permanently discontinue hGLA-ERT, thereby accelerating FD progression, which can lead to premature-death. Subcutaneously administered plasmid DNA alone has not been previously reported to transfect subcutaneous fat. Here we show one Subcutaneous Administration of HEDGES DNA vectors Alone (SAHDA) encoding the wildtype hGLA protein safely produces durable hGLA serum protein levels in the 1-10 ng/mL normal human hGLA range in immunocompetent mice. Unexpectedly, one administration of a highly-optimized SAHDA version encoding hGLA produced durable, ~ 100-fold higher hGLA serum protein levels than the 10 ng/mL high-normal human level. Importantly, components of the SADHA platform can be simply-modified to control the level and duration of hGLA serum protein-levels produced over a broad temporal-range in mice. Furthermore, one SAHDA-based administration of a HEDGES DNA-vector encoding a highly-neutralizing anti-SARS-CoV-2 monoclonal antibody (mAb) safely produces long-term protective serum mAb levels in immunocompetent-mice. SAHDA offers multiple advantages over BRPT, including not requiring an intact cold-chain and being readily freeze-dried. This combination enables SAHDA's rapid deployment, then prolonged storage at ambient temperatures, even in equatorial-areas worldwide. SAHDA can readily be self-administered worldwide. It also obviates severe intravenous-infusion reactions. Taken-together, SAHDA may more effectively-, safely-, durably-, and cost-effectively-treat a spectrum of now poorly-treatable diseases worldwide.",0.33898346935612356,0.33898346935612356,0.0,0.0,0.5676095528911081,0.5676095528911081,0.16257313331074386,0.16257313331074386,0.3677176186229938,0.34419104412673895,0.40221113078728593,0.4761115399213019,0.4206862330707899,1
41171473,Lateral flow immunoassay based on large-sized Au@Ag nanoparticles for stable colorimetric enhanced detection of D-dimer.,2025,"The Lateral flow immunoassay (LFIA) has been widely used in environmental monitoring and disease diagnosis due to its advantages of low cost, simple operation, and convenience. However, its accuracy and sensitivity remain major challenges to be addressed. D-dimer is an important biomarker for thrombotic diseases. In this work, we show for the first time a core-shell Au@Ag nanoparticle (NP) labeled colorimetrically enhanced LFIA for D-dimer detection. The superior performance of Au@Ag LFIA stems from the silver shell's enhancement of plasmon resonance, which boosts optical signals to yield brighter scattering and superior visual contrast. Compared with conventional AuNPs, Au@AgNPs significantly improve sensitivity, leading to more accurate results. The detection limit for D-dimer was improved by approximately tenfold, reaching 1 ng/mL, due to the improved cross-coupling efficiency of Au@AgNPs compared with AuNPs. We anticipate that, with further development and validation, this enhanced LFIA could become a valuable tool in a wide range of clinical diagnostic applications.",0.3790439819490515,0.3790439819490515,0.09451613352693214,0.09451613352693214,0.41917776041969634,0.41917776041969634,0.33526116470694095,0.33526116470694095,0.4177047361910512,0.30300530874839354,0.3894386428019687,0.4410898526760749,0.40235144527049527,1
41169649,Disentangling informing participants from obtaining their consent.,2025,"Pragmatic clinical trials conducted in the context of routine care frequently satisfy the regulatory criteria for a waiver of research consent. When they do, investigators and Institutional Review Boards might assume that there is no reason to communicate any information regarding the study to participants. Yet, this approach ignores the possibility that there may be value in providing information to participants, even when the study does not pose significant risks and researchers are not obtaining their consent. Members of the NIH Collaboratory Ethics and Regulatory Core working group used ethical analysis to determine whether there are reasons to provide information to research participants, other than notifying them of significant risks or obtaining their consent. Study team members then provided examples of trials which illustrate the feasibility and different options for providing information to participants in the context of trials conducted with a waiver of research consent. Communicating information to participants can promote one or more of six goals: respect for persons, participant understanding of the research, participant understanding of their contributions, participant ability to voice any concerns, participant engagement, and trust and trustworthiness. Providing information can also raise potential concerns about feasibility and cost, which need to be balanced against these reasons to inform participants. Depending on the study, a variety of methods can be used to communicate information; for example, letters, email, flyers, posters, as well as brief conversations with clinicians. Even when researchers are not obtaining participants' consent, communicating information can promote one or more of six important goals. Providing information to participants should thus be the default for trials conducted under a waiver of research consent.",0.7611843680867548,0.7611843680867548,0.5448109066010366,0.5448109066010366,0.3890090298355978,0.3890090298355978,0.20409402409958227,0.20409402409958227,0.504667663193223,0.4257957241231283,0.5359221333043652,0.2916808455428735,0.4748618113639923,1
41165433,A pilot point-of-care kidney disease clinic in primary care to pharmacologically optimise people with chronic kidney disease (PROTECT KIDNEY).,2025,"Chronic kidney disease (CKD) is increasing in prevalence and is associated with substantial morbidity and mortality. Early initiation of cardiorenal protective medications is recommended to improve outcomes. Barriers to implementation include renal function monitoring and resources to initiate and titrate treatment. We aimed to evaluate the feasibility and acceptability of a protocolled point-of-care testing (POCT) pathway to optimise people living with proteinuric CKD in primary care. A pilot quality improvement study conducted across three general practices in Greater London, United Kingdom. Inclusion criteria were adults (18-80 years) with hypertension and/or type 2 diabetes mellitus, proteinuria, and reduced kidney function (eGFR 30-75 ml/min/1.73m2), who were identified using electronic health records. POCT for creatinine and potassium enabled real-time decision-making using a traffic light clinical decision support system. The primary outcome was recruitment rate and patient acceptability. Secondary efficacy outcomes included medication optimisation and renal function changes. Twenty-five (52%) of 48 patients agreed to participate. Overall, 23/25 (92%) completed the pathway and 20/25 (80%) achieved pharmacological optimisation. There were no significant adverse events. POCT was successful in 44/57 (77%) of cases and well tolerated by most participants (10/13; 77%). Patient satisfaction was high (12/13; 92%), with most preferring advanced nurse practitioners or pharmacists in future clinics. A POCT-led CKD optimisation pathway is feasible and well-accepted in primary care. While high medication optimisation rates were achieved, barriers to recruitment and engagement remain. Future studies should evaluate scalability, long-term clinical impact, and cost-effectiveness to inform wider implementation.",0.40274713256404654,0.40274713256404654,0.34117637446558763,0.34117637446558763,0.5044587200574544,0.5044587200574544,0.4566971606150315,0.4566971606150315,0.8263184745503925,0.759500941032384,0.5064630160765238,0.671948645815504,0.5478344235112689,1
41164067,Economic Burden and Clinical Epidemiology of Dialysis: A Cross-Sectional Analysis of Chronic Kidney Disease Patients.,2025,"Chronic kidney disease (CKD) represents a rising global health burden, with millions requiring dialysis as a form of kidney replacement therapy. In low- and middle-income countries such as Pakistan, dialysis care is partially subsidised, but patients often face substantial out-of-pocket (OOP) costs, creating financial strain. This descriptive, cross-sectional study was conducted at a dialysis unit of a secondary care hospital in Pakistan. All patients on maintenance hemodialysis were invited to participate; the response rate was 80.8%. Data were collected through structured questionnaires and review of medical records. Demographic, clinical, and economic variables were captured, including comorbidities, dialysis duration and frequency, use of supportive therapies, and direct, indirect medical and non-medical costs in 2024 US dollars (USD). Statistical analysis was done using IBM SPSS Statistics version 26.0 (IBM Corp., Armonk, NY, USA). The cohort comprised 42 patients, 66.7% of whom were male (n = 28), with a mean CKD duration of 6.8 ± 5.2 years and a median dialysis duration of 1.0 year (IQR, 0.6-2.0 years). The mean age of the cohort was 58.3 ± 13.7 years (range, 25-83 years). Most (95.2%) were on twice-weekly hemodialysis. Despite full coverage of dialysis sessions through the Sehat Sahulat Programme, all patients incurred recurrent OOP costs. The median monthly ""basic bundle"" (consultation, labs, medications) cost was Pakistani rupees (PKR) 22,100 (approximately USD $78.40), equivalent to a mean annual cost of PKR 316,057 ± 149,030 (USD $1,121.55 ± $528.92). Additional costs included erythropoietin (85.7%, median PKR 7,600/month), blood transfusions (42.9%, median PKR 12,000/year), hospitalisations (38.1%, median PKR 190,000/year), transport (median PKR 4,800/month), and special diet (57.1%, median PKR 10,000/month). Using cumulative burden thresholds, 28.6% of households exceeded 100% of their monthly household income for expanded costs (4.8% for basic costs). Dialysis patients in Pakistan carry a heavy dual burden of disease and economic hardship. While sessional dialysis is publicly financed, significant ancillary costs remain, often exceeding household income and driving catastrophic health spending. Policies expanding financial protection to include medications, laboratory testing, nutrition, and transport are urgently needed.",0.24654312009301987,0.24654312009301987,0.13374782166477928,0.13374782166477928,0.8150356613325558,0.8150356613325558,0.8950811224146685,0.8950811224146685,0.8490203899240416,0.7761451290680181,0.5933665878518483,0.6624305126456834,0.610632569050307,1
41162779,"Kidney transplantation in Africa: a systematic review of treatment outcomes, and strategies for enhancing care and sustainability.",2025,"Kidney transplantation remains the most effective treatment for end-stage renal disease (ESRD), yet its application and outcomes across Africa are poorly consolidated. This systematic review and meta-analysis evaluated treatment outcomes of kidney transplantation in African countries, identifying challenges and strategies to enhance sustainability. We searched PubMed, Scopus, Web of Science, African Journals Online (AJOL), and African Index Medicus databases for relevant literature published between 2010 and 2025. A protocol was registered on PROSPERO with CRD420251112690. A total of 24 studies from various African regions were systematically reviewed, including prospective, retrospective, observational, and cross-sectional designs. Data were extracted on study characteristics, transplant details, immunosuppressive protocols, clinical outcomes, and reported challenges. The included studies encompassed 27 to 6,187 participants, spanning both adult (28.5 to 49 years) and pediatric (8.9 to 10.3 years) populations. Most transplants were performed using living donors, primarily first-degree relatives. Common immunosuppressants included tacrolimus, cyclosporine, mycophenolate, and prednisolone. Graft and patient survival rates were generally favorable and often comparable to global benchmarks, with some studies reporting survival rates at 1, 5, and 10 years. Kidney transplant outcomes across sub-Saharan Africa demonstrated strong survival rates despite limited resources. One-year patient survival reached 90.7% in Nigeria, 91.2% in Tanzania, 90.4% in South Africa, 92.3% in Ethiopia, and 98.4% in Egypt. Living donor transplants consistently outperformed deceased donor cases, with one-year graft survival rates of 87% in Nigeria and 96.7% in Tanzania. HIV-positive to HIV-positive programs achieved 84% survival at both 1 and 3 years. Immunological challenges remain, with acute rejection rates ranging from 8% to 43.4%. Delayed graft function and human leukocyte antigen (HLA) mismatches significantly predicted poorer outcomes. New-onset diabetes, more common with tacrolimus, affected up to 36% of recipients. Chronic dysfunction and metabolic complications were also prevalent, particularly in long-term follow-up. Predictors of poor outcomes included older age, diabetes, female sex, and delayed graft function. Key challenges reported included high cost, with up to 98% of patients discontinuing dialysis within 12 weeks due to affordability; limited infrastructure such as tissue typing facilities and reliance on external support; insufficient access to modern immunosuppressants; weak follow-up systems with loss to follow-up rates as high as 20.9%; and ethical concerns regarding donor policies with donor consent rates as low as 26.3%. Kidney transplantation in Africa shows promising outcomes despite systemic barriers. Addressing infrastructural gaps, improving access to immunosuppressive therapy, and strengthening national transplant programs are critical for sustainable kidney care on the continent.",0.3933894610001735,0.3933894610001735,0.37974252115877744,0.37974252115877744,0.5534062725390395,0.5534062725390395,0.8378988044916935,0.8378988044916935,0.656362644887042,0.6687954171252783,0.549731069354379,0.6779179827654123,0.5817777977071372,1
41158496,Exploring reduced pulmonary exacerbation rates in cystic fibrosis: a pandemic or modulator effect?,2025,"The impact of elexacaftor-tezacaftor-ivacaftor (ETI) on pulmonary exacerbations (PEx) in cystic fibrosis (CF) is difficult to estimate since ETI availability coincided with the COVID-19 pandemic. Later access to ETI in Canada created a natural experiment to adjust for the impact of the pandemic on PEx rates. The objective for this study was to compare PEx rates pre- and post-ETI in the USA using Canada as a control group. This retrospective cohort study utilised data from the US and Canadian CF patient registries from 1 January 2015 to 31 December 2022. Individuals with at least one F508del mutation and ≥12 years old were followed. Poisson regression was used to estimate PEx rates per 100 person-years of follow-up. A difference-in-difference approach was used to estimate the impact of ETI alone. Longitudinal data from 22 590 US individuals and 3271 Canadians were analysed. Pre-pandemic, the PEx rate was significantly higher in the USA (70.6, 95% CI 70.1-71.2) compared to Canada (53.1, 95% CI 51.9-54.3). During the COVID-19 pandemic, the PEx rate decreased to 30.2 (95% CI 28.8-31.8) in Canada; whereas in the USA, the rates decreased to 14.7 (95% CI 14.3-15.1). After adjusting for covariates, the ETI effect was 2.48 times (95% percentile interval 2.26-2.70) that of the pandemic effect. Public health measures imposed during the pandemic resulted in a reduction in the number of PEx for both countries; however, the impact of ETI on reducing the rate of PEx was more than double the effect of the COVID-19 pandemic.",0.4308798739711381,0.4308798739711381,0.046349470145684045,0.046349470145684045,0.34929746115159643,0.34929746115159643,0.15434789584856345,0.15434789584856345,0.35542201451863287,0.16944498400700245,0.3478311601201067,0.3311718627927955,0.3436663357882789,1
41153979,Owner's Perspective About the Use of Mirtazapine Transdermal Ointment in Cats-A Survey-Based Study.,2025,"Mirtazapine is an antidepressant used as an appetite stimulant in cats. This study aims to assess owner perspectives on the use of transdermal mirtazapine in cats. A multicentric survey-based study was conducted. A survey of 15 questions about efficacy, side effects, and overall perception was sent to owners of cats that had received the treatment between January 2021 and March 2023 in two European veterinary hospitals. From 108 contacted owners, 70 responses were obtained. Application to the ear was considered easy by 97% of respondents, and 91% followed the manufacturers' instructions for alternating ears. Side effects were reported by 20%, most often increased vocalization, redness, or restlessness. Chronic kidney disease was the most common reason for prescription. Nine owners had previously used the oral form, and most of them found the transdermal option easier, although some preferred the oral version due to lower cost. Overall, 77% of owners considered the treatment effective in stimulating appetite. Regarding length of therapy, about half administered it for less than 14 days, while the rest followed the labeled duration, with longer use associated with more consistent appetite improvement. These findings highlight that transdermal mirtazapine is generally well accepted by owners, easy to administer, and effective in promoting appetite in cats.",0.3847638913992902,0.3847638913992902,0.10028798772965447,0.10028798772965447,0.2217442950365164,0.2217442950365164,0.0,0.0,0.1295591429608404,0.10159903336064156,0.26462637827160734,0.10919050525303554,0.22576741001696438,1
41148389,Inequities Across the Spectrum of Osteoporosis Care and Post-Fracture Management in Men.,2025,"Sex specific differences in the determinants, occurrence, and distribution of osteoporosis and osteoporotic fractures play a pivotal role in the implementation of timely surveillance, prevention and effective treatment approaches. This review is aimed at synthesizing recently published scientific evidence on disparities in the epidemiology and management of osteoporosis and related fragility fractures in men. Several studies have identified race-, sex-, geographic-, socioeconomic-, and comorbidity-based disparities in osteoporosis care. Over the last decade, the awareness and imperative for identifying osteoporosis in men have increased. Nonetheless, the treatment gap is increasing and osteoporosis in men remains severely underappreciated and undertreated. Fewer studies in men have focused on the factors beyond osteoporosis awareness. Recent data of individuals aged 50 years and older show an alarmingly greater increase in hip fractures in men compared to women. This coupled with the existing knowledge of greater disability burden and excess mortality due to fragility fractures in men is a cause of public health concern. This review offers a comprehensive examination of widespread and profound disparities across the spectrum of osteoporosis care and post-fracture management in men and highlights the considerable health economic aspect of this burden. We call for targeted multifaceted interventions: develop novel methods to engage patients and health professionals, increase screening and treatment of osteoporosis in men, conduct epidemiological studies focused on disease phenotyping and risk factor assessment, studies on the identification of perceptions and barriers to effective screening and treatment, expansion and further evaluation of cost-effective therapies and primary prevention strategies for fractures, implementation of fracture liaison services to address the treatment gap in secondary prevention, and promote inclusivity in outcome studies and therapeutic trials. These interventions are paramount to reduce inequities in osteoporosis care and post-fracture care in men.",0.38338556664220347,0.38338556664220347,0.10344659484209266,0.10344659484209266,0.3470422325857387,0.3470422325857387,0.1158476540163182,0.1158476540163182,0.5821874408241774,0.5129174697588847,0.36316512181266375,0.40176609216242615,0.3728153644001044,1
41146923,"Prevalence, determinants, and prognostic impact of polyvascular disease in patients hospitalised for atherosclerosis in Slovenia: a nationwide, retrospective cohort study.",2025,"Polyvascular disease (PVD) is an increasingly recognised form of atherosclerotic cardiovascular disease (ASCVD) with heightened prognostic implications. This study aimed to comprehensively assess the prevalence, risk factors, and prognosis of PVD in Slovenia. We conducted an observational retrospective cohort study using national-level reimbursement data from The Health Insurance Institute of Slovenia between January 1, 2015, and December 31, 2023. The study considered all adults who were hospitalised for coronary, cerebrovascular, or lower extremity peripheral arterial disease with diagnoses defined using ICD-10 codes. Multivariate logistic regression was used to identify cardiovascular risk factors for PVD. Patients were grouped by the number of affected vascular beds. The primary outcomes were all-cause death, major adverse cardiovascular events (MACE), major adverse limb events (MALE), and major bleeding. In outcome analysis, a landmark of 90 days was considered. Cause-specific survival analysis was performed, and associations with the primary outcomes was assessed using univariate and multivariate Cox proportional hazards models, adjusting for demographics, cardiovascular risk factors, comorbidities, and prescribed medication. The study included 91,917 adults hospitalised for ASCVD. Of these, 85,703 (93.2%) had atherosclerosis in one vascular bed, 5878 (6.4%) in two, and 336 (0.4%) in three; the latter two groups (6214; 6.8%) were classified as having PVD. Traditional cardiovascular risk factors were strongly associated with PVD, with chronic kidney disease (odds ratio [OR] 1.96; 95% CI 1.81-2.11; p < 0.0001), diabetes (OR 1.57; 95% CI 1.48-1.66; p < 0.0001), and chronic obstructive pulmonary disease - a surrogate indicator of tobacco use (OR 1.56; 95% CI 1.40-1.74; p < 0.0001) emerging as the strongest predictors. Compared to patients with ASCVD in one vascular bed, patients with two affected beds had adjusted hazard ratios (HRs) of 1.24 (95% CI 1.09-1.42) for all-cause death, 1.51 (95% CI 1.24-1.83) for MACE, 2.52 (95% CI 2.08-3.05) for MALE, and 1.27 (95% CI 1.05-1.54) for major bleeding. Patients with three affected beds had adjusted HRs of 1.69 (95% CI 1.40-2.03), 2.70 (95% CI 2.23-3.28), 4.24 (95% CI 3.49-5.14), and 2.31 (95% CI 1.45-3.68), respectively. Patients with PVD face a high overall disease burden, with adverse event rates increasing in proportion to the number of affected vascular beds. Accurate assessment of individual risk profiles is essential, as patients with the highest baseline risk are most likely to benefit from intensified preventive strategies. Potential underreporting inherent in administrative claims data, along with our selective criteria for defining leading diagnoses, may have somewhat limited the number of identified patients with PVD. Nonetheless, even after adjusting for group size, comorbidities, and prescribed medication, PVD independently predicted not only all-cause death and ischaemic events but also major bleeding. Further research is needed to define optimal treatment strategies in this high-risk population. The Slovenian Research and Innovation Agency (ARIS).",0.45001929548372366,0.45001929548372366,0.12081496423637927,0.12081496423637927,0.25272586188675755,0.25272586188675755,0.23986680684186493,0.23986680684186493,0.37441116122967616,0.25441158430729915,0.34096915469015543,0.255704702505609,0.3196530416440188,1
